Rk,G,Date,Series,Tm,Opp,G#,Outcome,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GmSc.1,Home/Away,Away,Home,Win/Loss,Point Diff,Stint,MP(dec)
53.0,7.0,2009-05-09,ECS,CLE,ATL,3.0,W (+15),1.0,43:14,15.0,25.0,0.6,5.0,10.0,0.5,12.0,16.0,0.75,2.0,10.0,12.0,8.0,1.0,1.0,1.0,2.0,47.0,43.8,26.0,0.733,0.7,7.9,27.1,19.3,48.4,1.4,1.9,3.0,39.5,169.0,100.0,43.8,@,1.0,0.0,W,15.0,CLE(06-10),43.233333333333334
54.0,8.0,2009-05-11,ECS,CLE,ATL,4.0,W (+10),1.0,43:25,9.0,22.0,0.409,3.0,6.0,0.5,6.0,9.0,0.667,0.0,8.0,8.0,8.0,1.0,0.0,3.0,3.0,27.0,18.8,1.0,0.52,0.477,0.0,21.1,10.9,44.1,1.4,0.0,10.4,33.2,116.0,92.0,18.8,@,1.0,0.0,W,10.0,CLE(06-10),43.416666666666664
55.0,9.0,2009-05-20,ECF,CLE,ORL,1.0,L (-1),1.0,41:14,20.0,30.0,0.667,3.0,6.0,0.5,6.0,10.0,0.6,3.0,3.0,6.0,8.0,2.0,3.0,2.0,1.0,49.0,44.7,7.0,0.712,0.717,9.7,10.6,10.1,47.2,2.6,6.0,5.5,42.2,143.0,117.0,44.7,H,0.0,1.0,L,-1.0,CLE(06-10),41.233333333333334
56.0,10.0,2009-05-22,ECF,CLE,ORL,2.0,W (+1),1.0,42:32,12.0,23.0,0.522,1.0,3.0,0.333,10.0,12.0,0.833,2.0,2.0,4.0,5.0,1.0,0.0,6.0,3.0,35.0,22.2,-7.0,0.619,0.543,7.3,6.1,6.6,26.3,1.3,0.0,17.5,38.5,113.0,113.0,22.2,H,0.0,1.0,W,1.0,CLE(06-10),42.53333333333333
57.0,11.0,2009-05-24,ECF,CLE,ORL,3.0,L (-10),1.0,41:57,11.0,28.0,0.393,1.0,8.0,0.125,18.0,24.0,0.75,0.0,7.0,7.0,9.0,2.0,1.0,2.0,3.0,41.0,31.3,-12.0,0.532,0.411,0.0,20.5,9.8,62.7,2.5,2.5,4.9,42.8,117.0,105.0,31.3,@,1.0,0.0,L,-10.0,CLE(06-10),41.95
58.0,12.0,2009-05-26,ECF,CLE,ORL,4.0,L (-2),1.0,49:24,13.0,29.0,0.448,4.0,10.0,0.4,14.0,18.0,0.778,1.0,11.0,12.0,7.0,1.0,1.0,8.0,5.0,44.0,27.9,6.0,0.596,0.517,2.6,31.9,16.5,30.0,1.0,2.6,17.8,42.0,106.0,113.0,27.9,@,1.0,0.0,L,-2.0,CLE(06-10),49.4
59.0,13.0,2009-05-28,ECF,CLE,ORL,5.0,W (+10),1.0,45:30,11.0,24.0,0.458,0.0,2.0,0.0,15.0,19.0,0.789,3.0,11.0,14.0,12.0,1.0,1.0,4.0,3.0,37.0,33.3,11.0,0.572,0.458,8.3,29.8,19.2,48.0,1.1,2.2,11.0,37.3,124.0,108.0,33.3,H,0.0,1.0,W,10.0,CLE(06-10),45.5
60.0,14.0,2009-05-30,ECF,CLE,ORL,6.0,L (-13),1.0,44:53,8.0,20.0,0.4,2.0,8.0,0.25,7.0,11.0,0.636,1.0,6.0,7.0,7.0,0.0,1.0,3.0,4.0,25.0,16.1,-12.0,0.503,0.45,2.4,17.3,9.2,28.3,0.0,2.1,10.8,30.2,104.0,120.0,16.1,@,1.0,0.0,L,-13.0,CLE(06-10),44.88333333333333
61.0,1.0,2010-04-17,EC1,CLE,CHI,1.0,W (+13),1.0,40:14,9.0,19.0,0.474,0.0,1.0,0.0,6.0,7.0,0.857,0.0,6.0,6.0,5.0,1.0,4.0,3.0,2.0,24.0,19.2,19.0,0.543,0.474,0.0,16.3,8.1,21.1,1.2,6.0,12.0,27.3,108.0,84.0,19.2,H,0.0,1.0,W,13.0,CLE(06-10),40.233333333333334
62.0,2.0,2010-04-19,EC1,CLE,CHI,2.0,W (+10),1.0,41:05,16.0,23.0,0.696,2.0,4.0,0.5,6.0,6.0,1.0,1.0,7.0,8.0,8.0,1.0,2.0,2.0,2.0,40.0,38.3,6.0,0.78,0.739,4.0,18.6,12.8,43.9,1.3,2.9,7.2,34.9,153.0,114.0,38.3,H,0.0,1.0,W,10.0,CLE(06-10),41.083333333333336
63.0,3.0,2010-04-22,EC1,CLE,CHI,3.0,L (-2),1.0,44:16,14.0,26.0,0.538,4.0,8.0,0.5,7.0,13.0,0.538,2.0,8.0,10.0,8.0,2.0,3.0,5.0,3.0,39.0,31.3,5.0,0.615,0.615,4.4,24.1,12.8,41.7,2.3,4.5,13.6,36.7,118.0,110.0,31.3,@,1.0,0.0,L,-2.0,CLE(06-10),44.266666666666666
64.0,4.0,2010-04-25,EC1,CLE,CHI,4.0,W (+23),1.0,36:24,11.0,17.0,0.647,6.0,9.0,0.667,9.0,10.0,0.9,0.0,12.0,12.0,11.0,2.0,1.0,2.0,3.0,37.0,39.9,29.0,0.864,0.824,0.0,29.9,17.6,52.8,2.7,1.7,8.5,29.4,167.0,90.0,39.9,@,1.0,0.0,W,23.0,CLE(06-10),36.4
65.0,5.0,2010-04-27,EC1,CLE,CHI,5.0,W (+2),1.0,43:13,5.0,12.0,0.417,1.0,2.0,0.5,8.0,14.0,0.571,3.0,7.0,10.0,9.0,0.0,2.0,3.0,1.0,19.0,18.7,1.0,0.523,0.458,9.0,19.9,14.6,35.1,0.0,3.4,14.2,23.9,115.0,109.0,18.7,H,0.0,1.0,W,2.0,CLE(06-10),43.21666666666667
66.0,6.0,2010-05-01,ECS,CLE,BOS,1.0,W (+8),1.0,43:12,12.0,24.0,0.5,3.0,6.0,0.5,8.0,11.0,0.727,2.0,5.0,7.0,7.0,3.0,2.0,2.0,1.0,35.0,31.6,7.0,0.607,0.563,5.6,13.2,9.5,31.5,3.7,3.4,6.5,33.7,129.0,98.0,31.6,H,0.0,1.0,W,8.0,CLE(06-10),43.2
67.0,7.0,2010-05-03,ECS,CLE,BOS,2.0,L (-18),1.0,41:09,7.0,15.0,0.467,0.0,4.0,0.0,10.0,15.0,0.667,0.0,7.0,7.0,4.0,3.0,2.0,5.0,1.0,24.0,18.2,-16.0,0.556,0.467,0.0,24.7,10.9,23.5,3.7,4.0,18.8,30.5,95.0,103.0,18.2,H,0.0,1.0,L,-18.0,CLE(06-10),41.15
68.0,8.0,2010-05-07,ECS,CLE,BOS,3.0,W (+29),1.0,39:16,14.0,22.0,0.636,2.0,3.0,0.667,8.0,9.0,0.889,2.0,6.0,8.0,7.0,1.0,2.0,1.0,1.0,38.0,36.9,30.0,0.732,0.682,9.1,15.3,13.0,31.8,1.4,3.8,3.7,32.6,162.0,107.0,36.9,@,1.0,0.0,W,29.0,CLE(06-10),39.266666666666666
69.0,9.0,2010-05-09,ECS,CLE,BOS,4.0,L (-10),1.0,43:14,7.0,18.0,0.389,0.0,5.0,0.0,8.0,11.0,0.727,1.0,8.0,9.0,8.0,2.0,1.0,7.0,4.0,22.0,13.8,-10.0,0.482,0.389,2.7,22.8,12.5,46.2,2.3,1.8,23.5,32.8,83.0,99.0,13.8,@,1.0,0.0,L,-10.0,CLE(06-10),43.233333333333334
70.0,10.0,2010-05-11,ECS,CLE,BOS,5.0,L (-32),1.0,41:40,3.0,14.0,0.214,0.0,4.0,0.0,9.0,12.0,0.75,1.0,5.0,6.0,7.0,1.0,0.0,3.0,3.0,15.0,9.1,-22.0,0.389,0.214,3.0,17.5,9.6,32.9,1.3,0.0,13.5,25.7,86.0,132.0,9.1,H,0.0,1.0,L,-32.0,CLE(06-10),41.666666666666664
71.0,11.0,2010-05-13,ECS,CLE,BOS,6.0,L (-9),1.0,46:12,8.0,21.0,0.381,2.0,4.0,0.5,9.0,12.0,0.75,3.0,16.0,19.0,10.0,3.0,1.0,9.0,2.0,27.0,22.1,-5.0,0.514,0.429,7.1,40.5,23.2,52.8,3.2,1.7,25.5,33.3,92.0,92.0,22.1,@,1.0,0.0,L,-9.0,CLE(06-10),46.2
72.0,1.0,2011-04-16,EC1,MIA,PHI,1.0,W (+8),1.0,42:43,4.0,14.0,0.286,0.0,2.0,0.0,13.0,14.0,0.929,4.0,10.0,14.0,5.0,1.0,3.0,2.0,3.0,21.0,21.6,4.0,0.521,0.286,10.7,22.9,17.3,21.2,1.3,5.1,9.0,23.9,124.0,96.0,21.6,H,0.0,1.0,W,8.0,MIA,42.71666666666667
73.0,2.0,2011-04-18,EC1,MIA,PHI,2.0,W (+21),1.0,38:55,10.0,19.0,0.526,1.0,1.0,1.0,8.0,10.0,0.8,1.0,6.0,7.0,6.0,0.0,0.0,0.0,1.0,29.0,25.2,24.0,0.62,0.553,3.4,14.8,10.0,34.2,0.0,0.0,0.0,30.5,139.0,91.0,25.2,H,0.0,1.0,W,21.0,MIA,38.916666666666664
74.0,3.0,2011-04-21,EC1,MIA,PHI,3.0,W (+6),1.0,44:16,8.0,15.0,0.533,1.0,4.0,0.25,7.0,10.0,0.7,1.0,14.0,15.0,6.0,1.0,0.0,1.0,1.0,24.0,24.2,8.0,0.619,0.567,2.5,37.0,19.4,23.8,1.3,0.0,4.9,21.2,144.0,108.0,24.2,@,1.0,0.0,W,6.0,MIA,44.266666666666666
75.0,4.0,2011-04-24,EC1,MIA,PHI,4.0,L (-4),1.0,43:33,11.0,20.0,0.55,0.0,4.0,0.0,9.0,11.0,0.818,2.0,5.0,7.0,6.0,1.0,1.0,1.0,2.0,31.0,27.6,-4.0,0.624,0.55,4.5,13.4,8.6,37.0,1.3,1.8,3.9,29.9,132.0,103.0,27.6,@,1.0,0.0,L,-4.0,MIA,43.55
76.0,5.0,2011-04-27,EC1,MIA,PHI,5.0,W (+6),1.0,41:40,5.0,13.0,0.385,2.0,5.0,0.4,4.0,5.0,0.8,3.0,7.0,10.0,8.0,1.0,0.0,3.0,2.0,16.0,15.5,5.0,0.526,0.462,7.4,19.7,13.1,35.1,1.4,0.0,16.5,20.8,117.0,107.0,15.5,H,0.0,1.0,W,6.0,MIA,41.666666666666664
77.0,6.0,2011-05-01,ECS,MIA,BOS,1.0,W (+9),1.0,39:54,8.0,19.0,0.421,1.0,3.0,0.333,5.0,9.0,0.556,1.0,5.0,6.0,5.0,2.0,2.0,3.0,2.0,22.0,15.6,1.0,0.479,0.447,3.3,14.7,9.3,26.9,2.7,4.7,11.6,31.8,96.0,98.0,15.6,H,0.0,1.0,W,9.0,MIA,39.9
78.0,7.0,2011-05-03,ECS,MIA,BOS,2.0,W (+11),1.0,44:03,14.0,25.0,0.56,2.0,4.0,0.5,5.0,8.0,0.625,2.0,5.0,7.0,2.0,1.0,1.0,0.0,3.0,35.0,26.7,10.0,0.614,0.6,5.4,13.0,9.3,11.6,1.3,1.6,0.0,30.8,136.0,107.0,26.7,H,0.0,1.0,W,11.0,MIA,44.05
79.0,8.0,2011-05-07,ECS,MIA,BOS,3.0,L (-16),1.0,42:48,6.0,16.0,0.375,0.0,3.0,0.0,3.0,7.0,0.429,2.0,5.0,7.0,4.0,2.0,5.0,4.0,3.0,15.0,10.6,-21.0,0.393,0.375,5.5,16.5,10.5,18.5,2.8,10.0,17.3,27.1,79.0,113.0,10.6,@,1.0,0.0,L,-16.0,MIA,42.8
80.0,9.0,2011-05-09,ECS,MIA,BOS,4.0,W (+8),1.0,50:17,12.0,28.0,0.429,2.0,6.0,0.333,9.0,9.0,1.0,3.0,11.0,14.0,3.0,3.0,0.0,5.0,3.0,35.0,24.5,7.0,0.548,0.464,9.0,30.5,20.2,14.1,3.4,0.0,13.5,36.0,110.0,93.0,24.5,@,1.0,0.0,W,8.0,MIA,50.28333333333333
81.0,10.0,2011-05-11,ECS,MIA,BOS,5.0,W (+10),1.0,45:43,11.0,20.0,0.55,5.0,7.0,0.714,6.0,9.0,0.667,2.0,5.0,7.0,4.0,1.0,1.0,5.0,1.0,33.0,24.2,14.0,0.689,0.675,6.2,15.4,10.8,20.5,1.2,2.0,17.3,32.1,121.0,101.0,24.2,H,0.0,1.0,W,10.0,MIA,45.71666666666667
82.0,11.0,2011-05-15,ECF,MIA,CHI,1.0,L (-21),1.0,41:12,5.0,15.0,0.333,1.0,3.0,0.333,4.0,4.0,1.0,1.0,5.0,6.0,6.0,2.0,3.0,4.0,2.0,15.0,12.2,-14.0,0.447,0.367,3.6,12.7,9.0,26.7,2.8,5.3,19.3,26.7,89.0,120.0,12.2,@,1.0,0.0,L,-21.0,MIA,41.2
83.0,12.0,2011-05-18,ECF,MIA,CHI,2.0,W (+10),1.0,45:39,12.0,21.0,0.571,2.0,6.0,0.333,3.0,7.0,0.429,3.0,7.0,10.0,5.0,3.0,0.0,5.0,3.0,29.0,22.0,8.0,0.602,0.619,9.3,14.2,12.2,27.1,3.8,0.0,17.2,32.7,108.0,87.0,22.0,@,1.0,0.0,W,10.0,MIA,45.65
84.0,13.0,2011-05-22,ECF,MIA,CHI,3.0,W (+11),1.0,43:55,6.0,13.0,0.462,1.0,2.0,0.5,9.0,9.0,1.0,1.0,5.0,6.0,10.0,2.0,2.0,0.0,4.0,22.0,26.3,16.0,0.649,0.5,3.3,13.7,9.0,39.8,2.7,3.4,0.0,20.7,149.0,101.0,26.3,H,0.0,1.0,W,11.0,MIA,43.916666666666664
85.0,14.0,2011-05-24,ECF,MIA,CHI,4.0,W (+8),1.0,49:23,11.0,26.0,0.423,0.0,1.0,0.0,13.0,13.0,1.0,2.0,4.0,6.0,6.0,2.0,2.0,5.0,4.0,35.0,24.8,-1.0,0.552,0.423,5.4,10.0,7.8,31.9,2.2,3.4,13.6,36.9,109.0,96.0,24.8,H,0.0,1.0,W,8.0,MIA,49.38333333333333
86.0,15.0,2011-05-26,ECF,MIA,CHI,5.0,W (+3),1.0,45:46,8.0,19.0,0.421,3.0,6.0,0.5,9.0,11.0,0.818,0.0,11.0,11.0,6.0,3.0,2.0,4.0,2.0,28.0,24.2,8.0,0.587,0.5,0.0,24.5,13.3,35.7,3.6,3.6,14.4,30.6,109.0,84.0,24.2,@,1.0,0.0,W,3.0,MIA,45.766666666666666
87.0,16.0,2011-05-31,FIN,MIA,DAL,1.0,W (+8),1.0,45:15,9.0,16.0,0.563,4.0,5.0,0.8,2.0,2.0,1.0,0.0,9.0,9.0,5.0,1.0,0.0,1.0,4.0,24.0,21.0,9.0,0.711,0.688,0.0,26.5,11.6,24.7,1.3,0.0,5.6,18.7,147.0,101.0,21.0,H,0.0,1.0,W,8.0,MIA,45.25
88.0,17.0,2011-06-02,FIN,MIA,DAL,2.0,L (-2),1.0,39:37,8.0,15.0,0.533,2.0,7.0,0.286,2.0,4.0,0.5,1.0,7.0,8.0,4.0,4.0,1.0,5.0,4.0,20.0,15.6,-5.0,0.597,0.6,3.4,24.2,13.7,19.9,5.5,2.1,23.0,27.6,99.0,101.0,15.6,H,0.0,1.0,L,-2.0,MIA,39.61666666666667
89.0,18.0,2011-06-05,FIN,MIA,DAL,3.0,W (+2),1.0,45:15,6.0,14.0,0.429,1.0,4.0,0.25,4.0,4.0,1.0,0.0,3.0,3.0,9.0,2.0,0.0,4.0,3.0,17.0,13.6,1.0,0.539,0.464,0.0,8.2,4.1,34.5,2.6,0.0,20.2,22.2,104.0,108.0,13.6,@,1.0,0.0,W,2.0,MIA,45.25
90.0,19.0,2011-06-07,FIN,MIA,DAL,4.0,L (-3),1.0,45:43,3.0,11.0,0.273,0.0,3.0,0.0,2.0,4.0,0.5,3.0,6.0,9.0,7.0,2.0,0.0,4.0,4.0,8.0,5.9,-6.0,0.313,0.273,7.2,15.4,11.1,25.5,2.6,0.0,23.9,17.9,75.0,104.0,5.9,@,1.0,0.0,L,-3.0,MIA,45.71666666666667
91.0,20.0,2011-06-09,FIN,MIA,DAL,5.0,L (-9),1.0,45:38,8.0,19.0,0.421,0.0,4.0,0.0,1.0,2.0,0.5,1.0,9.0,10.0,10.0,0.0,1.0,4.0,3.0,17.0,12.4,-11.0,0.428,0.421,3.4,30.5,17.0,36.8,0.0,2.1,16.8,25.8,98.0,131.0,12.4,@,1.0,0.0,L,-9.0,MIA,45.63333333333333
92.0,21.0,2011-06-12,FIN,MIA,DAL,6.0,L (-10),1.0,40:21,9.0,15.0,0.6,2.0,5.0,0.4,1.0,4.0,0.25,1.0,3.0,4.0,6.0,1.0,1.0,6.0,2.0,21.0,13.6,-24.0,0.626,0.667,3.1,8.9,6.0,30.6,1.3,2.1,26.4,26.4,97.0,115.0,13.6,H,0.0,1.0,L,-10.0,MIA,40.35
93.0,1.0,2012-04-28,EC1,MIA,NYK,1.0,W (+33),1.0,31:41,10.0,14.0,0.714,1.0,1.0,1.0,11.0,14.0,0.786,1.0,3.0,4.0,3.0,4.0,0.0,2.0,2.0,32.0,29.9,35.0,0.794,0.75,3.9,11.4,7.7,24.1,7.4,0.0,9.0,34.1,154.0,73.0,29.9,H,0.0,1.0,W,33.0,MIA,31.683333333333334
94.0,2.0,2012-04-30,EC1,MIA,NYK,2.0,W (+10),1.0,40:35,8.0,18.0,0.444,0.0,3.0,0.0,3.0,7.0,0.429,1.0,6.0,7.0,9.0,2.0,0.0,2.0,1.0,19.0,16.4,10.0,0.451,0.444,3.4,18.7,11.3,37.3,2.8,0.0,8.7,29.4,103.0,108.0,16.4,H,0.0,1.0,W,10.0,MIA,40.583333333333336
95.0,3.0,2012-05-03,EC1,MIA,NYK,3.0,W (+17),1.0,35:50,9.0,21.0,0.429,2.0,5.0,0.4,12.0,13.0,0.923,2.0,6.0,8.0,5.0,2.0,0.0,8.0,5.0,32.0,19.2,23.0,0.599,0.476,7.7,17.1,13.1,39.5,3.2,0.0,23.0,49.1,104.0,81.0,19.2,@,1.0,0.0,W,17.0,MIA,35.833333333333336
96.0,4.0,2012-05-06,EC1,MIA,NYK,4.0,L (-2),1.0,41:27,9.0,21.0,0.429,2.0,5.0,0.4,7.0,8.0,0.875,0.0,4.0,4.0,4.0,1.0,0.0,5.0,4.0,27.0,13.9,-7.0,0.551,0.476,0.0,11.3,5.6,23.7,1.3,0.0,16.9,33.4,95.0,101.0,13.9,@,1.0,0.0,L,-2.0,MIA,41.45
97.0,5.0,2012-05-09,EC1,MIA,NYK,5.0,W (+12),1.0,39:38,7.0,16.0,0.438,2.0,6.0,0.333,13.0,15.0,0.867,1.0,7.0,8.0,7.0,2.0,1.0,4.0,2.0,29.0,25.4,6.0,0.642,0.5,3.2,21.2,12.4,33.2,2.8,1.9,15.0,31.3,128.0,104.0,25.4,H,0.0,1.0,W,12.0,MIA,39.63333333333333
98.0,6.0,2012-05-13,ECS,MIA,IND,1.0,W (+9),1.0,43:15,12.0,26.0,0.462,0.0,3.0,0.0,8.0,10.0,0.8,6.0,9.0,15.0,5.0,2.0,1.0,1.0,1.0,32.0,29.5,12.0,0.526,0.462,14.8,26.3,20.1,28.2,2.4,1.8,3.2,31.8,123.0,90.0,29.5,H,0.0,1.0,W,9.0,MIA,43.25
99.0,7.0,2012-05-15,ECS,MIA,IND,2.0,L (-3),1.0,42:49,10.0,22.0,0.455,0.0,4.0,0.0,8.0,13.0,0.615,4.0,5.0,9.0,5.0,6.0,0.0,2.0,0.0,28.0,26.4,-7.0,0.505,0.455,9.2,13.7,11.2,35.5,7.9,0.0,6.7,32.4,110.0,82.0,26.4,H,0.0,1.0,L,-3.0,MIA,42.81666666666667
100.0,8.0,2012-05-17,ECS,MIA,IND,3.0,L (-19),1.0,40:06,10.0,22.0,0.455,1.0,4.0,0.25,1.0,3.0,0.333,1.0,6.0,7.0,3.0,2.0,0.0,4.0,1.0,22.0,12.0,-9.0,0.472,0.477,2.5,17.5,9.5,21.1,2.8,0.0,14.6,32.7,88.0,107.0,12.0,@,1.0,0.0,L,-19.0,MIA,40.1
101.0,9.0,2012-05-20,ECS,MIA,IND,4.0,W (+8),1.0,43:54,14.0,27.0,0.519,0.0,0.0,0.0,12.0,16.0,0.75,6.0,12.0,18.0,9.0,2.0,2.0,5.0,1.0,40.0,37.2,4.0,0.588,0.519,14.9,32.0,23.2,43.4,2.4,3.8,12.8,39.8,122.0,95.0,37.2,@,1.0,0.0,W,8.0,MIA,43.9
102.0,10.0,2012-05-22,ECS,MIA,IND,5.0,W (+32),1.0,38:09,12.0,19.0,0.632,2.0,4.0,0.5,4.0,4.0,1.0,3.0,7.0,10.0,8.0,1.0,1.0,4.0,1.0,30.0,28.6,28.0,0.723,0.684,13.0,16.0,15.0,36.1,1.4,1.9,16.2,32.5,138.0,92.0,28.6,H,0.0,1.0,W,32.0,MIA,38.15
103.0,11.0,2012-05-24,ECS,MIA,IND,6.0,W (+12),1.0,44:46,12.0,23.0,0.522,0.0,3.0,0.0,4.0,5.0,0.8,1.0,5.0,6.0,7.0,3.0,0.0,1.0,1.0,28.0,25.0,16.0,0.556,0.522,3.4,17.3,10.2,26.7,3.7,0.0,3.8,29.9,122.0,104.0,25.0,@,1.0,0.0,W,12.0,MIA,44.766666666666666
104.0,12.0,2012-05-28,ECF,MIA,BOS,1.0,W (+14),1.0,43:53,13.0,22.0,0.591,0.0,3.0,0.0,6.0,9.0,0.667,1.0,12.0,13.0,3.0,1.0,3.0,3.0,2.0,32.0,26.3,17.0,0.616,0.591,3.0,29.2,17.6,15.1,1.3,4.9,10.4,33.7,122.0,89.0,26.3,H,0.0,1.0,W,14.0,MIA,43.88333333333333
105.0,13.0,2012-05-30,ECF,MIA,BOS,2.0,W (+4),1.0,47:39,7.0,20.0,0.35,2.0,6.0,0.333,18.0,24.0,0.75,4.0,6.0,10.0,7.0,1.0,1.0,1.0,2.0,34.0,29.8,10.0,0.556,0.4,9.5,18.0,13.2,26.7,1.2,1.7,3.2,31.4,131.0,120.0,29.8,H,0.0,1.0,W,4.0,MIA,47.65
106.0,14.0,2012-06-01,ECF,MIA,BOS,3.0,L (-10),1.0,43:18,16.0,26.0,0.615,1.0,4.0,0.25,1.0,5.0,0.2,0.0,8.0,8.0,5.0,2.0,2.0,3.0,4.0,34.0,25.3,-6.0,0.603,0.635,0.0,23.3,11.7,27.4,2.5,3.8,9.6,36.1,110.0,109.0,25.3,@,1.0,0.0,L,-10.0,MIA,43.3
