Rk,G,Date,Series,Tm,Opp,G#,Outcome,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GmSc.1,Home/Away,Away,Home,Win/Loss,Point Diff,Stint,MP(dec)
107.0,15.0,2012-06-03,ECF,MIA,BOS,4.0,L (-2),1.0,48:06,12.0,25.0,0.48,1.0,3.0,0.333,4.0,8.0,0.5,1.0,5.0,6.0,3.0,1.0,1.0,7.0,6.0,29.0,11.3,1.0,0.508,0.5,3.1,12.5,8.4,15.9,1.2,1.9,19.7,36.4,84.0,99.0,11.3,@,1.0,0.0,L,-2.0,MIA,48.1
108.0,16.0,2012-06-05,ECF,MIA,BOS,5.0,L (-4),1.0,45:20,11.0,25.0,0.44,2.0,6.0,0.333,6.0,8.0,0.75,3.0,10.0,13.0,2.0,2.0,1.0,3.0,1.0,30.0,21.9,0.0,0.526,0.48,7.6,23.0,15.6,10.4,2.3,1.6,9.5,30.9,108.0,97.0,21.9,H,0.0,1.0,L,-4.0,MIA,45.333333333333336
109.0,17.0,2012-06-07,ECF,MIA,BOS,6.0,W (+19),1.0,44:49,19.0,26.0,0.731,2.0,4.0,0.5,5.0,9.0,0.556,2.0,13.0,15.0,5.0,0.0,0.0,4.0,3.0,45.0,36.4,22.0,0.751,0.769,5.8,34.0,20.6,32.2,0.0,0.0,11.8,37.2,138.0,92.0,36.4,@,1.0,0.0,W,19.0,MIA,44.81666666666667
110.0,18.0,2012-06-09,ECF,MIA,BOS,7.0,W (+13),1.0,47:32,9.0,21.0,0.429,1.0,5.0,0.2,12.0,17.0,0.706,2.0,10.0,12.0,2.0,1.0,1.0,3.0,0.0,31.0,22.4,13.0,0.544,0.452,5.8,28.1,17.1,7.5,1.2,1.8,9.5,33.5,111.0,102.0,22.4,H,0.0,1.0,W,13.0,MIA,47.53333333333333
111.0,19.0,2012-06-12,FIN,MIA,OKC,1.0,L (-11),1.0,45:50,11.0,24.0,0.458,1.0,3.0,0.333,7.0,9.0,0.778,1.0,8.0,9.0,4.0,4.0,0.0,4.0,1.0,30.0,22.3,-11.0,0.536,0.479,2.6,22.0,12.1,17.1,4.8,0.0,12.5,34.9,101.0,112.0,22.3,@,1.0,0.0,L,-11.0,MIA,45.833333333333336
112.0,20.0,2012-06-14,FIN,MIA,OKC,2.0,W (+4),1.0,42:19,10.0,22.0,0.455,0.0,2.0,0.0,12.0,12.0,1.0,2.0,6.0,8.0,5.0,1.0,0.0,2.0,4.0,32.0,24.7,6.0,0.587,0.455,6.1,17.5,11.9,23.0,1.3,0.0,6.8,33.2,130.0,111.0,24.7,@,1.0,0.0,W,4.0,MIA,42.31666666666667
113.0,21.0,2012-06-17,FIN,MIA,OKC,3.0,W (+6),1.0,43:50,11.0,23.0,0.478,1.0,4.0,0.25,6.0,8.0,0.75,5.0,9.0,14.0,3.0,0.0,0.0,4.0,1.0,29.0,20.4,8.0,0.547,0.5,13.4,23.5,18.5,20.6,0.0,0.0,13.1,33.0,111.0,102.0,20.4,H,0.0,1.0,W,6.0,MIA,43.833333333333336
114.0,22.0,2012-06-19,FIN,MIA,OKC,4.0,W (+6),1.0,44:21,10.0,20.0,0.5,1.0,4.0,0.25,5.0,8.0,0.625,3.0,6.0,9.0,12.0,2.0,0.0,3.0,2.0,26.0,25.3,8.0,0.553,0.525,9.0,16.7,13.0,47.8,2.4,0.0,11.3,29.0,124.0,110.0,25.3,H,0.0,1.0,W,6.0,MIA,44.35
115.0,23.0,2012-06-21,FIN,MIA,OKC,5.0,W (+15),1.0,44:09,9.0,19.0,0.474,0.0,3.0,0.0,8.0,9.0,0.889,4.0,7.0,11.0,13.0,1.0,2.0,6.0,2.0,26.0,25.5,20.0,0.566,0.474,12.1,17.7,15.1,46.8,1.1,3.7,20.7,30.1,120.0,110.0,25.5,H,0.0,1.0,W,15.0,MIA,44.15
116.0,1.0,2013-04-21,EC1,MIA,MIL,1.0,W (+23),1.0,34:31,9.0,11.0,0.818,1.0,2.0,0.5,8.0,11.0,0.727,2.0,8.0,10.0,8.0,0.0,0.0,5.0,2.0,27.0,25.3,14.0,0.852,0.864,8.7,24.7,18.1,43.7,0.0,0.0,24.0,28.5,140.0,99.0,25.3,H,0.0,1.0,W,23.0,MIA,34.516666666666666
117.0,2.0,2013-04-23,EC1,MIA,MIL,2.0,W (+12),1.0,38:39,6.0,14.0,0.429,0.0,3.0,0.0,7.0,8.0,0.875,1.0,7.0,8.0,6.0,1.0,0.0,4.0,2.0,19.0,14.4,13.0,0.542,0.429,3.0,24.8,13.1,27.0,1.4,0.0,18.6,25.8,106.0,98.0,14.4,H,0.0,1.0,W,12.0,MIA,38.65
118.0,3.0,2013-04-25,EC1,MIA,MIL,3.0,W (+13),1.0,32:48,9.0,14.0,0.643,2.0,4.0,0.5,2.0,4.0,0.5,0.0,5.0,5.0,6.0,0.0,0.0,5.0,2.0,22.0,14.9,14.0,0.698,0.714,0.0,18.3,9.0,31.6,0.0,0.0,24.1,27.9,107.0,101.0,14.9,@,1.0,0.0,W,13.0,MIA,32.8
119.0,4.0,2013-04-28,EC1,MIA,MIL,4.0,W (+11),1.0,41:06,13.0,20.0,0.65,0.0,2.0,0.0,4.0,7.0,0.571,2.0,6.0,8.0,7.0,3.0,1.0,5.0,3.0,30.0,25.6,16.0,0.65,0.65,7.1,15.2,11.8,43.4,4.1,2.0,17.8,34.8,114.0,86.0,25.6,@,1.0,0.0,W,11.0,MIA,41.1
120.0,5.0,2013-05-06,ECS,MIA,CHI,1.0,L (-7),1.0,43:44,8.0,17.0,0.471,1.0,3.0,0.333,7.0,9.0,0.778,2.0,6.0,8.0,7.0,2.0,1.0,2.0,2.0,24.0,22.5,-15.0,0.573,0.5,5.0,19.4,11.3,34.6,2.5,2.1,8.7,26.0,117.0,105.0,22.5,H,0.0,1.0,L,-7.0,MIA,43.733333333333334
121.0,6.0,2013-05-08,ECS,MIA,CHI,2.0,W (+37),1.0,32:29,7.0,12.0,0.583,1.0,3.0,0.333,4.0,8.0,0.5,0.0,5.0,5.0,9.0,3.0,0.0,3.0,1.0,19.0,19.2,25.0,0.612,0.625,0.0,16.4,10.7,42.0,5.0,0.0,16.2,27.4,124.0,83.0,19.2,H,0.0,1.0,W,37.0,MIA,32.483333333333334
122.0,7.0,2013-05-10,ECS,MIA,CHI,3.0,W (+10),1.0,44:25,6.0,17.0,0.353,2.0,4.0,0.5,11.0,11.0,1.0,0.0,8.0,8.0,7.0,2.0,0.0,1.0,0.0,25.0,23.8,7.0,0.572,0.412,0.0,21.1,11.4,26.5,2.5,0.0,4.4,25.9,131.0,106.0,23.8,@,1.0,0.0,W,10.0,MIA,44.416666666666664
123.0,8.0,2013-05-13,ECS,MIA,CHI,4.0,W (+23),1.0,43:12,9.0,20.0,0.45,1.0,4.0,0.25,8.0,9.0,0.889,0.0,7.0,7.0,8.0,2.0,0.0,5.0,0.0,27.0,20.9,27.0,0.563,0.475,0.0,16.2,9.5,38.6,2.7,0.0,17.3,34.5,105.0,77.0,20.9,@,1.0,0.0,W,23.0,MIA,43.2
124.0,9.0,2013-05-15,ECS,MIA,CHI,5.0,W (+3),1.0,44:26,5.0,14.0,0.357,1.0,3.0,0.333,12.0,15.0,0.8,0.0,7.0,7.0,8.0,2.0,0.0,2.0,3.0,23.0,20.5,4.0,0.558,0.393,0.0,18.4,10.5,32.5,2.6,0.0,8.8,25.8,120.0,107.0,20.5,H,0.0,1.0,W,3.0,MIA,44.43333333333333
125.0,10.0,2013-05-22,ECF,MIA,IND,1.0,W (+1),1.0,46:33,12.0,24.0,0.5,2.0,6.0,0.333,4.0,7.0,0.571,3.0,7.0,10.0,10.0,0.0,3.0,4.0,5.0,30.0,24.1,3.0,0.554,0.542,8.1,20.4,14.1,41.6,0.0,5.0,12.9,30.2,118.0,106.0,24.1,H,0.0,1.0,W,1.0,MIA,46.55
126.0,11.0,2013-05-24,ECF,MIA,IND,2.0,L (-4),1.0,45:17,14.0,20.0,0.7,3.0,7.0,0.429,5.0,7.0,0.714,4.0,4.0,8.0,3.0,3.0,1.0,5.0,3.0,36.0,30.4,-7.0,0.78,0.775,11.2,12.8,11.9,16.6,3.8,2.0,17.8,30.2,133.0,111.0,30.4,H,0.0,1.0,L,-4.0,MIA,45.28333333333333
127.0,12.0,2013-05-26,ECF,MIA,IND,3.0,W (+18),1.0,41:13,8.0,17.0,0.471,0.0,1.0,0.0,6.0,6.0,1.0,0.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,22.0,16.6,22.0,0.56,0.471,0.0,9.7,5.8,10.7,0.0,0.0,0.0,24.2,123.0,119.0,16.6,@,1.0,0.0,W,18.0,MIA,41.21666666666667
128.0,13.0,2013-05-28,ECF,MIA,IND,4.0,L (-7),1.0,43:19,8.0,18.0,0.444,4.0,7.0,0.571,4.0,6.0,0.667,4.0,2.0,6.0,5.0,1.0,3.0,2.0,6.0,24.0,19.4,-3.0,0.581,0.556,9.6,6.7,8.4,26.2,1.4,5.9,8.8,26.4,123.0,126.0,19.4,@,1.0,0.0,L,-7.0,MIA,43.31666666666667
129.0,14.0,2013-05-30,ECF,MIA,IND,5.0,W (+11),1.0,44:29,13.0,26.0,0.5,3.0,7.0,0.429,1.0,4.0,0.25,0.0,8.0,8.0,6.0,2.0,1.0,3.0,1.0,30.0,21.7,14.0,0.54,0.558,0.0,27.0,13.3,27.0,2.6,1.9,9.8,36.8,104.0,91.0,21.7,H,0.0,1.0,W,11.0,MIA,44.483333333333334
130.0,15.0,2013-06-01,ECF,MIA,IND,6.0,L (-14),1.0,42:17,10.0,21.0,0.476,2.0,4.0,0.5,7.0,8.0,0.875,0.0,7.0,7.0,6.0,2.0,1.0,4.0,2.0,29.0,22.1,-22.0,0.591,0.524,0.0,20.4,9.2,46.5,2.7,1.8,14.0,34.7,112.0,105.0,22.1,@,1.0,0.0,L,-14.0,MIA,42.28333333333333
131.0,16.0,2013-06-03,ECF,MIA,IND,7.0,W (+23),1.0,40:49,8.0,17.0,0.471,1.0,2.0,0.5,15.0,16.0,0.938,2.0,6.0,8.0,4.0,2.0,1.0,2.0,1.0,32.0,29.2,21.0,0.666,0.5,5.3,19.6,11.8,22.8,2.7,2.4,7.7,29.5,142.0,86.0,29.2,H,0.0,1.0,W,23.0,MIA,40.81666666666667
132.0,17.0,2013-06-06,FIN,MIA,SAS,1.0,L (-4),1.0,41:35,7.0,16.0,0.438,1.0,5.0,0.2,3.0,4.0,0.75,2.0,16.0,18.0,10.0,0.0,0.0,2.0,0.0,18.0,20.4,-3.0,0.507,0.469,5.8,43.0,25.0,44.5,0.0,0.0,10.1,24.4,115.0,106.0,20.4,H,0.0,1.0,L,-4.0,MIA,41.583333333333336
133.0,18.0,2013-06-09,FIN,MIA,SAS,2.0,W (+19),1.0,40:33,7.0,17.0,0.412,1.0,3.0,0.333,2.0,2.0,1.0,1.0,7.0,8.0,7.0,3.0,3.0,2.0,2.0,17.0,17.9,29.0,0.475,0.441,3.1,19.7,11.8,25.3,4.3,6.1,10.1,24.7,107.0,91.0,17.9,H,0.0,1.0,W,19.0,MIA,40.55
134.0,19.0,2013-06-11,FIN,MIA,SAS,3.0,L (-36),1.0,39:07,7.0,21.0,0.333,1.0,5.0,0.2,0.0,0.0,0.0,1.0,10.0,11.0,5.0,2.0,0.0,2.0,0.0,15.0,10.3,-32.0,0.357,0.357,2.9,26.7,15.3,27.4,2.8,0.0,8.7,29.3,79.0,122.0,10.3,@,1.0,0.0,L,-36.0,MIA,39.11666666666667
135.0,20.0,2013-06-13,FIN,MIA,SAS,4.0,W (+16),1.0,41:23,15.0,25.0,0.6,1.0,2.0,0.5,2.0,4.0,0.5,3.0,8.0,11.0,4.0,2.0,2.0,1.0,2.0,33.0,29.6,8.0,0.617,0.62,9.2,23.8,16.6,16.8,2.5,4.3,3.6,31.7,126.0,97.0,29.6,@,1.0,0.0,W,16.0,MIA,41.38333333333333
136.0,21.0,2013-06-16,FIN,MIA,SAS,5.0,L (-10),1.0,43:41,8.0,22.0,0.364,2.0,4.0,0.5,7.0,9.0,0.778,3.0,3.0,6.0,8.0,4.0,0.0,3.0,1.0,25.0,21.2,-9.0,0.482,0.409,7.7,12.2,9.4,31.2,4.7,0.0,10.4,29.2,109.0,117.0,21.2,@,1.0,0.0,L,-10.0,MIA,43.68333333333333
137.0,22.0,2013-06-18,FIN,MIA,SAS,6.0,W (+3),1.0,49:46,11.0,26.0,0.423,1.0,5.0,0.2,9.0,12.0,0.75,4.0,6.0,10.0,11.0,3.0,1.0,6.0,3.0,32.0,25.8,-1.0,0.512,0.442,9.5,15.2,12.2,44.6,3.4,1.6,16.1,37.7,108.0,105.0,25.8,H,0.0,1.0,W,3.0,MIA,49.766666666666666
138.0,23.0,2013-06-20,FIN,MIA,SAS,7.0,W (+7),1.0,45:00,12.0,23.0,0.522,5.0,10.0,0.5,8.0,8.0,1.0,3.0,9.0,12.0,4.0,2.0,0.0,2.0,2.0,37.0,32.5,8.0,0.698,0.63,7.6,21.8,14.9,18.4,2.4,0.0,7.0,29.0,144.0,95.0,32.5,H,0.0,1.0,W,7.0,MIA,45.0
139.0,1.0,2014-04-20,EC1,MIA,CHA,1.0,W (+11),1.0,38:32,8.0,16.0,0.5,4.0,8.0,0.5,7.0,10.0,0.7,0.0,9.0,9.0,1.0,0.0,0.0,3.0,1.0,27.0,17.8,0.0,0.662,0.625,0.0,28.0,13.7,5.0,0.0,0.0,12.8,30.9,115.0,102.0,17.8,H,0.0,1.0,W,11.0,MIA,38.53333333333333
140.0,2.0,2014-04-23,EC1,MIA,CHA,2.0,W (+4),1.0,39:50,11.0,17.0,0.647,1.0,5.0,0.2,9.0,12.0,0.75,0.0,6.0,6.0,8.0,4.0,0.0,4.0,2.0,32.0,29.9,6.0,0.718,0.676,0.0,15.1,9.3,44.3,5.3,0.0,15.2,32.7,131.0,100.0,29.9,H,0.0,1.0,W,4.0,MIA,39.833333333333336
141.0,3.0,2014-04-26,EC1,MIA,CHA,3.0,W (+13),1.0,35:59,10.0,18.0,0.556,1.0,2.0,0.5,9.0,10.0,0.9,0.0,10.0,10.0,6.0,2.0,0.0,2.0,1.0,30.0,27.8,20.0,0.67,0.583,0.0,36.1,17.3,35.3,3.0,0.0,8.2,33.3,129.0,94.0,27.8,@,1.0,0.0,W,13.0,MIA,35.983333333333334
142.0,4.0,2014-04-28,EC1,MIA,CHA,4.0,W (+11),1.0,42:54,10.0,19.0,0.526,1.0,5.0,0.2,10.0,12.0,0.833,0.0,7.0,7.0,9.0,3.0,1.0,2.0,3.0,31.0,29.8,12.0,0.638,0.553,0.0,23.0,11.4,36.2,3.7,2.5,7.6,29.8,130.0,101.0,29.8,@,1.0,0.0,W,11.0,MIA,42.9
143.0,5.0,2014-05-06,ECS,MIA,BRK,1.0,W (+21),1.0,36:21,10.0,15.0,0.667,0.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,5.0,3.0,0.0,0.0,1.0,2.0,22.0,17.7,10.0,0.693,0.667,4.4,13.5,9.6,13.8,0.0,0.0,5.9,24.5,136.0,107.0,17.7,H,0.0,1.0,W,21.0,MIA,36.35
144.0,6.0,2014-05-08,ECS,MIA,BRK,2.0,W (+12),1.0,39:07,9.0,18.0,0.5,0.0,3.0,0.0,4.0,6.0,0.667,0.0,4.0,4.0,3.0,2.0,1.0,2.0,2.0,22.0,15.4,6.0,0.533,0.5,0.0,11.4,6.2,15.4,3.0,2.3,8.8,32.0,104.0,101.0,15.4,H,0.0,1.0,W,12.0,MIA,39.11666666666667
145.0,7.0,2014-05-10,ECS,MIA,BRK,3.0,L (-14),1.0,39:39,8.0,15.0,0.533,3.0,7.0,0.429,9.0,10.0,0.9,0.0,8.0,8.0,5.0,1.0,1.0,2.0,2.0,28.0,25.1,-14.0,0.722,0.633,0.0,31.2,13.8,28.4,1.5,2.6,9.3,29.1,138.0,123.0,25.1,@,1.0,0.0,L,-14.0,MIA,39.65
146.0,8.0,2014-05-12,ECS,MIA,BRK,4.0,W (+6),1.0,43:28,16.0,24.0,0.667,3.0,6.0,0.5,14.0,19.0,0.737,0.0,6.0,6.0,2.0,3.0,0.0,1.0,5.0,49.0,39.8,13.0,0.757,0.729,0.0,16.2,9.0,11.4,4.0,0.0,3.0,41.0,153.0,112.0,39.8,@,1.0,0.0,W,6.0,MIA,43.46666666666667
147.0,9.0,2014-05-14,ECS,MIA,BRK,5.0,W (+2),1.0,43:36,6.0,14.0,0.429,2.0,5.0,0.4,15.0,17.0,0.882,2.0,7.0,9.0,5.0,0.0,1.0,5.0,1.0,29.0,23.1,4.0,0.675,0.5,7.1,20.3,14.4,24.6,0.0,2.0,18.9,32.2,123.0,116.0,23.1,H,0.0,1.0,W,2.0,MIA,43.6
148.0,10.0,2014-05-18,ECF,MIA,IND,1.0,L (-11),1.0,40:50,11.0,18.0,0.611,1.0,5.0,0.2,2.0,2.0,1.0,1.0,9.0,10.0,5.0,3.0,0.0,4.0,3.0,25.0,21.5,-13.0,0.662,0.639,3.4,33.1,17.5,21.7,4.0,0.0,17.5,28.1,112.0,114.0,21.5,@,1.0,0.0,L,-11.0,MIA,40.833333333333336
149.0,11.0,2014-05-20,ECF,MIA,IND,2.0,W (+4),1.0,42:21,9.0,18.0,0.5,1.0,5.0,0.2,3.0,6.0,0.5,0.0,7.0,7.0,6.0,2.0,3.0,3.0,3.0,22.0,18.0,4.0,0.533,0.528,0.0,16.5,10.0,28.6,2.9,5.6,12.7,31.2,104.0,99.0,18.0,@,1.0,0.0,W,4.0,MIA,42.35
150.0,12.0,2014-05-24,ECF,MIA,IND,3.0,W (+12),1.0,39:46,9.0,14.0,0.643,1.0,2.0,0.5,7.0,9.0,0.778,1.0,4.0,5.0,7.0,3.0,0.0,6.0,2.0,26.0,22.0,24.0,0.724,0.679,4.2,16.6,10.4,32.3,4.3,0.0,25.0,31.5,121.0,100.0,22.0,H,0.0,1.0,W,12.0,MIA,39.766666666666666
151.0,13.0,2014-05-26,ECF,MIA,IND,4.0,W (+12),1.0,35:48,13.0,21.0,0.619,2.0,3.0,0.667,4.0,4.0,1.0,0.0,10.0,10.0,5.0,2.0,0.0,2.0,3.0,32.0,27.8,10.0,0.703,0.667,0.0,36.2,18.9,46.0,3.3,0.0,8.1,37.3,134.0,102.0,27.8,H,0.0,1.0,W,12.0,MIA,35.8
152.0,14.0,2014-05-28,ECF,MIA,IND,5.0,L (-3),1.0,24:21,2.0,10.0,0.2,1.0,3.0,0.333,2.0,3.0,0.667,1.0,1.0,2.0,4.0,0.0,1.0,3.0,5.0,7.0,-0.1,1.0,0.309,0.25,4.9,4.6,4.8,26.2,0.0,3.5,20.9,29.6,74.0,116.0,-0.1,@,1.0,0.0,L,-3.0,MIA,24.35
153.0,15.0,2014-05-30,ECF,MIA,IND,6.0,W (+25),1.0,31:39,8.0,12.0,0.667,0.0,0.0,0.0,9.0,9.0,1.0,1.0,3.0,4.0,6.0,1.0,1.0,2.0,1.0,25.0,24.9,27.0,0.783,0.667,4.7,13.8,9.3,28.6,1.8,3.4,11.1,28.9,155.0,108.0,24.9,H,0.0,1.0,W,25.0,MIA,31.65
154.0,16.0,2014-06-05,FIN,MIA,SAS,1.0,L (-15),1.0,32:53,9.0,17.0,0.529,2.0,3.0,0.667,5.0,6.0,0.833,3.0,3.0,6.0,3.0,3.0,0.0,4.0,1.0,25.0,20.0,0.0,0.636,0.588,10.7,16.2,12.9,18.4,4.8,0.0,16.9,34.9,115.0,116.0,20.0,@,1.0,0.0,L,-15.0,MIA,32.88333333333333
155.0,17.0,2014-06-08,FIN,MIA,SAS,2.0,W (+2),1.0,37:36,14.0,22.0,0.636,3.0,3.0,1.0,4.0,5.0,0.8,2.0,8.0,10.0,3.0,2.0,0.0,4.0,3.0,35.0,27.5,11.0,0.723,0.705,8.2,23.2,17.0,20.0,2.9,0.0,14.2,39.0,127.0,104.0,27.5,@,1.0,0.0,W,2.0,MIA,37.6
156.0,18.0,2014-06-10,FIN,MIA,SAS,3.0,L (-19),1.0,39:49,9.0,14.0,0.643,2.0,4.0,0.5,2.0,3.0,0.667,1.0,4.0,5.0,7.0,5.0,0.0,7.0,5.0,22.0,18.2,-21.0,0.718,0.714,4.2,18.5,11.0,39.9,7.1,0.0,31.4,29.1,108.0,120.0,18.2,H,0.0,1.0,L,-19.0,MIA,39.81666666666667
157.0,19.0,2014-06-12,FIN,MIA,SAS,4.0,L (-21),1.0,37:39,10.0,17.0,0.588,4.0,8.0,0.5,4.0,6.0,0.667,0.0,8.0,8.0,2.0,0.0,0.0,3.0,0.0,28.0,20.1,-21.0,0.713,0.706,0.0,30.9,14.4,13.2,0.0,0.0,13.3,31.1,123.0,127.0,20.1,H,0.0,1.0,L,-21.0,MIA,37.65
158.0,20.0,2014-06-15,FIN,MIA,SAS,5.0,L (-17),1.0,41:16,10.0,21.0,0.476,3.0,9.0,0.333,8.0,9.0,0.889,1.0,9.0,10.0,5.0,0.0,2.0,1.0,1.0,31.0,26.8,-16.0,0.621,0.548,3.0,24.9,14.4,31.7,0.0,4.5,3.9,31.2,127.0,115.0,26.8,@,1.0,0.0,L,-17.0,MIA,41.266666666666666
159.0,1.0,2015-04-19,EC1,CLE,BOS,1.0,W (+13),1.0,41:55,8.0,18.0,0.444,1.0,3.0,0.333,3.0,4.0,0.75,0.0,6.0,6.0,7.0,2.0,1.0,5.0,2.0,20.0,13.8,3.0,0.506,0.472,0.0,18.1,8.6,28.8,2.5,2.0,20.2,26.1,100.0,106.0,13.8,H,0.0,1.0,W,13.0,CLE(15-18),41.916666666666664
160.0,2.0,2015-04-21,EC1,CLE,BOS,2.0,W (+8),1.0,41:48,11.0,22.0,0.5,1.0,5.0,0.2,7.0,8.0,0.875,1.0,8.0,9.0,7.0,0.0,2.0,6.0,3.0,30.0,20.8,11.0,0.588,0.523,3.0,19.1,12.0,37.6,0.0,3.6,19.0,34.3,109.0,103.0,20.8,H,0.0,1.0,W,8.0,CLE(15-18),41.8
