Rk,G,Date,Series,Tm,Unnamed: 5,Opp,G#,Unnamed: 8,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Away,Home,Outcome,Point Diff
178.0,20.0,2015-06-16,FIN,CLE,0,GSW,6.0,L (-8),1.0,46:42,13.0,33.0,0.394,2.0,10.0,0.2,4.0,8.0,0.5,3.0,15.0,18.0,9.0,2.0,0.0,6.0,3.0,32.0,20.2,-3.0,0.0,1.0,L,-8.0
179.0,1.0,2016-04-17,EC1,CLE,0,DET,1.0,W (+5),1.0,40:51,9.0,17.0,0.529,0.0,3.0,0.0,4.0,4.0,1.0,1.0,5.0,6.0,11.0,2.0,2.0,1.0,3.0,22.0,24.8,18.0,0.0,1.0,W,5.0
180.0,2.0,2016-04-20,EC1,CLE,0,DET,2.0,W (+17),1.0,39:44,12.0,18.0,0.667,2.0,4.0,0.5,1.0,3.0,0.333,1.0,5.0,6.0,3.0,3.0,0.0,5.0,3.0,27.0,19.5,10.0,0.0,1.0,W,17.0
181.0,3.0,2016-04-22,EC1,CLE,@,DET,3.0,W (+10),1.0,42:55,8.0,24.0,0.333,1.0,6.0,0.167,3.0,5.0,0.6,1.0,12.0,13.0,7.0,0.0,1.0,5.0,2.0,20.0,9.7,17.0,1.0,0.0,W,10.0
182.0,4.0,2016-04-24,EC1,CLE,@,DET,4.0,W (+2),1.0,41:27,9.0,19.0,0.474,1.0,6.0,0.167,3.0,3.0,1.0,2.0,9.0,11.0,6.0,2.0,0.0,2.0,4.0,22.0,19.0,5.0,1.0,0.0,W,2.0
183.0,5.0,2016-05-02,ECS,CLE,0,ATL,1.0,W (+11),1.0,40:34,11.0,21.0,0.524,2.0,4.0,0.5,1.0,1.0,1.0,0.0,7.0,7.0,9.0,5.0,1.0,4.0,3.0,25.0,23.6,16.0,0.0,1.0,W,11.0
184.0,6.0,2016-05-04,ECS,CLE,0,ATL,2.0,W (+25),1.0,28:08,9.0,15.0,0.6,4.0,6.0,0.667,5.0,9.0,0.556,0.0,4.0,4.0,5.0,3.0,0.0,2.0,4.0,27.0,22.6,24.0,0.0,1.0,W,25.0
185.0,7.0,2016-05-06,ECS,CLE,@,ATL,3.0,W (+13),1.0,38:58,8.0,16.0,0.5,1.0,4.0,0.25,7.0,9.0,0.778,2.0,11.0,13.0,8.0,2.0,0.0,5.0,2.0,24.0,21.7,17.0,1.0,0.0,W,13.0
186.0,8.0,2016-05-08,ECS,CLE,@,ATL,4.0,W (+1),1.0,37:52,10.0,23.0,0.435,1.0,5.0,0.2,0.0,3.0,0.0,5.0,5.0,10.0,9.0,2.0,1.0,6.0,2.0,21.0,14.9,2.0,1.0,0.0,W,1.0
187.0,9.0,2016-05-17,ECF,CLE,0,TOR,1.0,W (+31),1.0,28:18,11.0,13.0,0.846,0.0,1.0,0.0,2.0,4.0,0.5,2.0,4.0,6.0,4.0,2.0,1.0,4.0,3.0,24.0,21.4,20.0,0.0,1.0,W,31.0
188.0,10.0,2016-05-19,ECF,CLE,0,TOR,2.0,W (+19),1.0,33:45,7.0,13.0,0.538,0.0,2.0,0.0,9.0,17.0,0.529,1.0,10.0,11.0,11.0,3.0,0.0,2.0,2.0,23.0,25.1,16.0,0.0,1.0,W,19.0
189.0,11.0,2016-05-21,ECF,CLE,@,TOR,3.0,L (-15),1.0,38:50,9.0,17.0,0.529,1.0,5.0,0.2,5.0,7.0,0.714,4.0,4.0,8.0,5.0,2.0,0.0,2.0,3.0,24.0,21.2,-12.0,1.0,0.0,L,-15.0
190.0,12.0,2016-05-23,ECF,CLE,@,TOR,4.0,L (-6),1.0,45:48,11.0,16.0,0.688,1.0,3.0,0.333,6.0,6.0,1.0,4.0,5.0,9.0,6.0,2.0,1.0,1.0,3.0,29.0,31.2,-3.0,1.0,0.0,L,-6.0
191.0,13.0,2016-05-25,ECF,CLE,0,TOR,5.0,W (+38),1.0,31:30,10.0,17.0,0.588,2.0,4.0,0.5,1.0,3.0,0.333,0.0,6.0,6.0,8.0,2.0,1.0,2.0,2.0,23.0,21.6,32.0,0.0,1.0,W,38.0
192.0,14.0,2016-05-27,ECF,CLE,@,TOR,6.0,W (+26),1.0,41:15,13.0,22.0,0.591,3.0,6.0,0.5,4.0,7.0,0.571,2.0,9.0,11.0,6.0,1.0,3.0,3.0,2.0,33.0,29.2,22.0,1.0,0.0,W,26.0
193.0,15.0,2016-06-02,FIN,CLE,@,GSW,1.0,L (-15),1.0,40:53,9.0,21.0,0.429,2.0,4.0,0.5,3.0,4.0,0.75,4.0,8.0,12.0,9.0,2.0,1.0,4.0,2.0,23.0,20.9,-9.0,1.0,0.0,L,-15.0
194.0,16.0,2016-06-05,FIN,CLE,@,GSW,2.0,L (-33),1.0,33:38,7.0,17.0,0.412,1.0,5.0,0.2,4.0,4.0,1.0,0.0,8.0,8.0,9.0,4.0,1.0,7.0,3.0,19.0,15.1,-20.0,1.0,0.0,L,-33.0
195.0,17.0,2016-06-08,FIN,CLE,0,GSW,3.0,W (+30),1.0,40:04,14.0,26.0,0.538,1.0,2.0,0.5,3.0,5.0,0.6,2.0,9.0,11.0,6.0,1.0,2.0,5.0,2.0,32.0,23.5,24.0,0.0,1.0,W,30.0
196.0,18.0,2016-06-10,FIN,CLE,0,GSW,4.0,L (-11),1.0,45:34,11.0,21.0,0.524,1.0,5.0,0.2,2.0,4.0,0.5,4.0,9.0,13.0,9.0,2.0,3.0,7.0,4.0,25.0,21.2,-12.0,0.0,1.0,L,-11.0
197.0,19.0,2016-06-13,FIN,CLE,@,GSW,5.0,W (+15),1.0,42:38,16.0,30.0,0.533,4.0,8.0,0.5,5.0,8.0,0.625,4.0,12.0,16.0,7.0,3.0,3.0,2.0,1.0,41.0,39.2,13.0,1.0,0.0,W,15.0
198.0,20.0,2016-06-16,FIN,CLE,0,GSW,6.0,W (+14),1.0,42:35,16.0,27.0,0.593,3.0,6.0,0.5,6.0,8.0,0.75,2.0,6.0,8.0,11.0,4.0,3.0,1.0,3.0,41.0,42.5,26.0,0.0,1.0,W,14.0
199.0,21.0,2016-06-19,FIN,CLE,@,GSW,7.0,W (+4),1.0,46:49,9.0,24.0,0.375,1.0,5.0,0.2,8.0,10.0,0.8,1.0,10.0,11.0,11.0,2.0,3.0,5.0,1.0,27.0,23.1,4.0,1.0,0.0,W,4.0
200.0,1.0,2017-04-15,EC1,CLE,0,IND,1.0,W (+1),1.0,42:44,12.0,20.0,0.6,2.0,3.0,0.667,6.0,9.0,0.667,1.0,5.0,6.0,13.0,3.0,0.0,3.0,3.0,32.0,31.7,5.0,0.0,1.0,W,1.0
201.0,2.0,2017-04-17,EC1,CLE,0,IND,2.0,W (+6),1.0,42:16,11.0,20.0,0.55,0.0,2.0,0.0,3.0,6.0,0.5,0.0,10.0,10.0,7.0,4.0,4.0,8.0,2.0,25.0,20.1,6.0,0.0,1.0,W,6.0
202.0,3.0,2017-04-20,EC1,CLE,@,IND,3.0,W (+5),1.0,45:13,14.0,27.0,0.519,6.0,12.0,0.5,7.0,14.0,0.5,1.0,12.0,13.0,12.0,1.0,2.0,3.0,4.0,41.0,35.4,13.0,1.0,0.0,W,5.0
203.0,4.0,2017-04-23,EC1,CLE,@,IND,4.0,W (+4),1.0,44:44,13.0,25.0,0.52,1.0,3.0,0.333,6.0,9.0,0.667,0.0,10.0,10.0,4.0,4.0,2.0,4.0,1.0,33.0,26.3,4.0,1.0,0.0,W,4.0
204.0,5.0,2017-05-01,ECS,CLE,0,TOR,1.0,W (+11),1.0,41:02,13.0,23.0,0.565,2.0,5.0,0.4,7.0,8.0,0.875,2.0,8.0,10.0,4.0,1.0,1.0,3.0,2.0,35.0,28.2,16.0,0.0,1.0,W,11.0
205.0,6.0,2017-05-03,ECS,CLE,0,TOR,2.0,W (+22),1.0,36:36,10.0,14.0,0.714,4.0,6.0,0.667,15.0,21.0,0.714,1.0,5.0,6.0,4.0,3.0,2.0,3.0,3.0,39.0,36.0,24.0,0.0,1.0,W,22.0
206.0,7.0,2017-05-05,ECS,CLE,@,TOR,3.0,W (+21),1.0,40:38,9.0,16.0,0.563,2.0,4.0,0.5,15.0,16.0,0.938,0.0,8.0,8.0,7.0,1.0,0.0,5.0,1.0,35.0,29.9,20.0,1.0,0.0,W,21.0
207.0,8.0,2017-05-07,ECS,CLE,@,TOR,4.0,W (+7),1.0,46:11,11.0,22.0,0.5,5.0,12.0,0.417,8.0,9.0,0.889,1.0,8.0,9.0,6.0,0.0,1.0,6.0,1.0,35.0,25.2,7.0,1.0,0.0,W,7.0
208.0,9.0,2017-05-17,ECF,CLE,@,BOS,1.0,W (+13),1.0,41:58,14.0,24.0,0.583,1.0,6.0,0.167,9.0,11.0,0.818,2.0,7.0,9.0,7.0,2.0,0.0,2.0,2.0,38.0,33.6,17.0,1.0,0.0,W,13.0
209.0,10.0,2017-05-19,ECF,CLE,@,BOS,2.0,W (+44),1.0,32:48,12.0,18.0,0.667,4.0,6.0,0.667,2.0,4.0,0.5,0.0,4.0,4.0,7.0,4.0,3.0,1.0,1.0,30.0,32.2,46.0,1.0,0.0,W,44.0
210.0,11.0,2017-05-21,ECF,CLE,0,BOS,3.0,L (-3),1.0,45:03,4.0,13.0,0.308,0.0,4.0,0.0,3.0,6.0,0.5,1.0,5.0,6.0,6.0,1.0,1.0,6.0,2.0,11.0,3.6,1.0,0.0,1.0,L,-3.0
211.0,12.0,2017-05-23,ECF,CLE,0,BOS,4.0,W (+13),1.0,38:16,15.0,27.0,0.556,1.0,6.0,0.167,3.0,4.0,0.75,0.0,5.0,5.0,6.0,1.0,1.0,5.0,4.0,34.0,21.5,7.0,0.0,1.0,W,13.0
212.0,13.0,2017-05-25,ECF,CLE,@,BOS,5.0,W (+33),1.0,34:44,13.0,18.0,0.722,4.0,7.0,0.571,5.0,8.0,0.625,1.0,7.0,8.0,8.0,3.0,1.0,2.0,4.0,35.0,34.9,36.0,1.0,0.0,W,33.0
213.0,14.0,2017-06-01,FIN,CLE,@,GSW,1.0,L (-22),1.0,40:02,9.0,20.0,0.45,2.0,6.0,0.333,8.0,12.0,0.667,3.0,12.0,15.0,8.0,0.0,2.0,8.0,4.0,28.0,19.1,-22.0,1.0,0.0,L,-22.0
214.0,15.0,2017-06-04,FIN,CLE,@,GSW,2.0,L (-19),1.0,39:22,12.0,18.0,0.667,1.0,3.0,0.333,4.0,5.0,0.8,0.0,11.0,11.0,14.0,3.0,1.0,4.0,2.0,29.0,32.8,-11.0,1.0,0.0,L,-19.0
215.0,16.0,2017-06-07,FIN,CLE,0,GSW,3.0,L (-5),1.0,45:37,15.0,27.0,0.556,4.0,9.0,0.444,5.0,6.0,0.833,3.0,8.0,11.0,9.0,1.0,1.0,5.0,2.0,39.0,32.4,7.0,0.0,1.0,L,-5.0
216.0,17.0,2017-06-09,FIN,CLE,0,GSW,4.0,W (+21),1.0,40:46,11.0,22.0,0.5,3.0,8.0,0.375,6.0,10.0,0.6,1.0,9.0,10.0,11.0,1.0,0.0,2.0,2.0,31.0,27.7,32.0,0.0,1.0,W,21.0
217.0,18.0,2017-06-12,FIN,CLE,@,GSW,5.0,L (-9),1.0,46:13,19.0,30.0,0.633,2.0,5.0,0.4,1.0,4.0,0.25,2.0,11.0,13.0,8.0,2.0,1.0,2.0,3.0,41.0,36.2,-13.0,1.0,0.0,L,-9.0
218.0,1.0,2018-04-15,EC1,CLE,0,IND,1.0,L (-18),1.0,43:56,7.0,17.0,0.412,0.0,4.0,0.0,10.0,14.0,0.714,3.0,7.0,10.0,12.0,1.0,1.0,3.0,2.0,24.0,23.8,-13.0,0.0,1.0,L,-18.0
219.0,2.0,2018-04-18,EC1,CLE,0,IND,2.0,W (+3),1.0,39:53,17.0,24.0,0.708,2.0,5.0,0.4,10.0,13.0,0.769,1.0,11.0,12.0,5.0,2.0,0.0,3.0,1.0,46.0,40.9,7.0,0.0,1.0,W,3.0
220.0,3.0,2018-04-20,EC1,CLE,@,IND,3.0,L (-2),1.0,41:41,10.0,22.0,0.455,4.0,7.0,0.571,4.0,6.0,0.667,3.0,9.0,12.0,8.0,1.0,1.0,6.0,1.0,28.0,21.5,-1.0,1.0,0.0,L,-2.0
221.0,4.0,2018-04-22,EC1,CLE,@,IND,4.0,W (+4),1.0,46:09,12.0,22.0,0.545,0.0,5.0,0.0,8.0,9.0,0.889,2.0,11.0,13.0,7.0,0.0,2.0,1.0,3.0,32.0,29.8,3.0,1.0,0.0,W,4.0
222.0,5.0,2018-04-25,EC1,CLE,0,IND,5.0,W (+3),1.0,41:49,14.0,24.0,0.583,1.0,4.0,0.25,15.0,15.0,1.0,3.0,7.0,10.0,8.0,1.0,1.0,5.0,3.0,44.0,38.1,2.0,0.0,1.0,W,3.0
223.0,6.0,2018-04-27,EC1,CLE,@,IND,6.0,L (-34),1.0,31:11,7.0,16.0,0.438,3.0,6.0,0.5,5.0,5.0,1.0,0.0,5.0,5.0,7.0,1.0,2.0,4.0,3.0,22.0,17.2,-24.0,1.0,0.0,L,-34.0
224.0,7.0,2018-04-29,EC1,CLE,0,IND,7.0,W (+4),1.0,43:25,16.0,25.0,0.64,2.0,3.0,0.667,11.0,15.0,0.733,2.0,6.0,8.0,7.0,4.0,0.0,4.0,4.0,45.0,38.8,-2.0,0.0,1.0,W,4.0
225.0,8.0,2018-05-01,ECS,CLE,@,TOR,1.0,W (+1),1.0,46:56,12.0,30.0,0.4,1.0,8.0,0.125,1.0,6.0,0.167,0.0,11.0,11.0,13.0,1.0,2.0,1.0,2.0,26.0,20.8,5.0,1.0,0.0,W,1.0
226.0,9.0,2018-05-03,ECS,CLE,@,TOR,2.0,W (+18),1.0,40:30,19.0,28.0,0.679,1.0,3.0,0.333,4.0,8.0,0.5,1.0,7.0,8.0,14.0,1.0,0.0,1.0,1.0,43.0,41.6,20.0,1.0,0.0,W,18.0
227.0,10.0,2018-05-05,ECS,CLE,0,TOR,3.0,W (+2),1.0,41:16,14.0,26.0,0.538,1.0,4.0,0.25,9.0,11.0,0.818,1.0,5.0,6.0,7.0,3.0,1.0,4.0,1.0,38.0,31.0,2.0,0.0,1.0,W,2.0
228.0,11.0,2018-05-07,ECS,CLE,0,TOR,4.0,W (+35),1.0,38:24,12.0,19.0,0.632,0.0,3.0,0.0,5.0,8.0,0.625,0.0,8.0,8.0,11.0,2.0,1.0,2.0,2.0,29.0,29.3,28.0,0.0,1.0,W,35.0
229.0,12.0,2018-05-13,ECF,CLE,@,BOS,1.0,L (-25),1.0,36:07,5.0,16.0,0.313,0.0,5.0,0.0,5.0,6.0,0.833,0.0,7.0,7.0,9.0,0.0,2.0,7.0,1.0,15.0,7.8,-32.0,1.0,0.0,L,-25.0
230.0,13.0,2018-05-15,ECF,CLE,@,BOS,2.0,L (-13),1.0,38:46,16.0,29.0,0.552,5.0,11.0,0.455,5.0,10.0,0.5,1.0,9.0,10.0,12.0,0.0,1.0,6.0,3.0,42.0,31.4,-9.0,1.0,0.0,L,-13.0
231.0,14.0,2018-05-19,ECF,CLE,0,BOS,3.0,W (+30),1.0,37:30,8.0,12.0,0.667,3.0,3.0,1.0,8.0,10.0,0.8,1.0,4.0,5.0,12.0,2.0,2.0,3.0,3.0,27.0,30.5,31.0,0.0,1.0,W,30.0
232.0,15.0,2018-05-21,ECF,CLE,0,BOS,4.0,W (+9),1.0,41:53,17.0,28.0,0.607,1.0,4.0,0.25,9.0,13.0,0.692,1.0,4.0,5.0,3.0,2.0,0.0,7.0,3.0,44.0,27.4,9.0,0.0,1.0,W,9.0
233.0,16.0,2018-05-23,ECF,CLE,@,BOS,5.0,L (-13),1.0,39:16,11.0,22.0,0.5,1.0,6.0,0.167,3.0,4.0,0.75,0.0,10.0,10.0,5.0,1.0,0.0,6.0,2.0,26.0,15.3,-11.0,1.0,0.0,L,-13.0
234.0,17.0,2018-05-25,ECF,CLE,0,BOS,6.0,W (+10),1.0,46:06,17.0,33.0,0.515,5.0,7.0,0.714,7.0,11.0,0.636,3.0,8.0,11.0,9.0,3.0,1.0,3.0,2.0,46.0,38.8,15.0,0.0,1.0,W,10.0
235.0,18.0,2018-05-27,ECF,CLE,@,BOS,7.0,W (+8),1.0,48:00,12.0,24.0,0.5,3.0,8.0,0.375,8.0,11.0,0.727,0.0,15.0,15.0,9.0,0.0,2.0,8.0,4.0,35.0,24.4,8.0,1.0,0.0,W,8.0
236.0,19.0,2018-05-31,FIN,CLE,@,GSW,1.0,L (-10),1.0,47:32,19.0,32.0,0.594,3.0,7.0,0.429,10.0,11.0,0.909,4.0,4.0,8.0,8.0,1.0,1.0,5.0,2.0,51.0,41.3,-13.0,1.0,0.0,L,-10.0
237.0,20.0,2018-06-03,FIN,CLE,@,GSW,2.0,L (-19),1.0,43:51,10.0,20.0,0.5,2.0,4.0,0.5,7.0,9.0,0.778,1.0,8.0,9.0,13.0,2.0,0.0,5.0,2.0,29.0,26.6,-18.0,1.0,0.0,L,-19.0
238.0,21.0,2018-06-06,FIN,CLE,0,GSW,3.0,L (-8),1.0,46:52,13.0,28.0,0.464,1.0,6.0,0.167,6.0,7.0,0.857,3.0,7.0,10.0,11.0,2.0,2.0,4.0,2.0,33.0,28.7,-8.0,0.0,1.0,L,-8.0
239.0,22.0,2018-06-08,FIN,CLE,0,GSW,4.0,L (-23),1.0,40:34,7.0,13.0,0.538,0.0,1.0,0.0,9.0,11.0,0.818,1.0,6.0,7.0,8.0,0.0,1.0,6.0,5.0,23.0,16.7,-21.0,0.0,1.0,L,-23.0
240.0,1.0,2020-08-18,WC1,LAL,0,POR,1.0,L (-7),1.0,41:03,9.0,20.0,0.45,1.0,5.0,0.2,4.0,7.0,0.571,2.0,15.0,17.0,16.0,1.0,0.0,4.0,1.0,23.0,25.1,-3.0,0.0,1.0,L,-7.0
241.0,2.0,2020-08-20,WC1,LAL,0,POR,2.0,W (+23),1.0,26:41,4.0,11.0,0.364,0.0,3.0,0.0,2.0,2.0,1.0,0.0,6.0,6.0,7.0,2.0,0.0,6.0,1.0,10.0,6.2,23.0,0.0,1.0,W,23.0
242.0,3.0,2020-08-22,WC1,LAL,@,POR,3.0,W (+8),1.0,34:29,11.0,18.0,0.611,4.0,8.0,0.5,12.0,17.0,0.706,1.0,11.0,12.0,8.0,2.0,0.0,8.0,3.0,38.0,30.2,2.0,1.0,0.0,W,8.0
243.0,4.0,2020-08-24,WC1,LAL,@,POR,4.0,W (+20),1.0,28:18,10.0,12.0,0.833,4.0,5.0,0.8,6.0,8.0,0.75,1.0,5.0,6.0,10.0,0.0,1.0,2.0,2.0,30.0,31.9,17.0,1.0,0.0,W,20.0
244.0,5.0,2020-08-29,WC1,LAL,0,POR,5.0,W (+9),1.0,33:52,14.0,19.0,0.737,4.0,7.0,0.571,4.0,4.0,1.0,0.0,10.0,10.0,10.0,1.0,1.0,5.0,1.0,36.0,34.6,20.0,0.0,1.0,W,9.0
245.0,6.0,2020-09-04,WCS,LAL,0,HOU,1.0,L (-15),1.0,36:34,7.0,15.0,0.467,2.0,7.0,0.286,4.0,5.0,0.8,1.0,7.0,8.0,7.0,0.0,2.0,4.0,2.0,20.0,16.2,-15.0,0.0,1.0,L,-15.0
246.0,7.0,2020-09-06,WCS,LAL,0,HOU,2.0,W (+8),1.0,39:16,10.0,17.0,0.588,1.0,5.0,0.2,7.0,10.0,0.7,0.0,11.0,11.0,9.0,4.0,2.0,7.0,3.0,28.0,25.7,15.0,0.0,1.0,W,8.0
247.0,8.0,2020-09-08,WCS,LAL,@,HOU,3.0,W (+10),1.0,37:31,13.0,23.0,0.565,4.0,9.0,0.444,6.0,10.0,0.6,0.0,7.0,7.0,5.0,1.0,4.0,2.0,1.0,36.0,30.5,8.0,1.0,0.0,W,10.0
248.0,9.0,2020-09-10,WCS,LAL,@,HOU,4.0,W (+10),1.0,33:45,7.0,17.0,0.412,0.0,5.0,0.0,2.0,3.0,0.667,1.0,14.0,15.0,9.0,3.0,0.0,4.0,2.0,16.0,15.9,15.0,1.0,0.0,W,10.0
249.0,10.0,2020-09-12,WCS,LAL,0,HOU,5.0,W (+23),1.0,30:48,9.0,18.0,0.5,3.0,8.0,0.375,8.0,10.0,0.8,2.0,9.0,11.0,7.0,2.0,1.0,4.0,2.0,29.0,26.1,19.0,0.0,1.0,W,23.0
250.0,11.0,2020-09-18,WCF,LAL,0,DEN,1.0,W (+12),1.0,30:54,6.0,11.0,0.545,0.0,2.0,0.0,3.0,4.0,0.75,1.0,5.0,6.0,12.0,0.0,0.0,3.0,2.0,15.0,16.1,15.0,0.0,1.0,W,12.0
251.0,12.0,2020-09-20,WCF,LAL,0,DEN,2.0,W (+2),1.0,36:25,10.0,20.0,0.5,3.0,8.0,0.375,3.0,4.0,0.75,2.0,9.0,11.0,4.0,0.0,2.0,6.0,2.0,26.0,17.1,-9.0,0.0,1.0,W,2.0
252.0,13.0,2020-09-22,WCF,LAL,@,DEN,3.0,L (-8),1.0,37:15,14.0,23.0,0.609,1.0,4.0,0.25,1.0,2.0,0.5,1.0,9.0,10.0,11.0,2.0,2.0,6.0,1.0,30.0,27.2,2.0,1.0,0.0,L,-8.0
253.0,14.0,2020-09-24,WCF,LAL,@,DEN,4.0,W (+6),1.0,38:21,7.0,18.0,0.389,1.0,3.0,0.333,11.0,14.0,0.786,1.0,8.0,9.0,8.0,0.0,0.0,0.0,2.0,26.0,22.9,8.0,1.0,0.0,W,6.0
254.0,15.0,2020-09-26,WCF,LAL,0,DEN,5.0,W (+10),1.0,40:01,15.0,25.0,0.6,1.0,4.0,0.25,7.0,8.0,0.875,3.0,13.0,16.0,10.0,1.0,0.0,2.0,2.0,38.0,37.3,12.0,0.0,1.0,W,10.0
255.0,16.0,2020-09-30,FIN,LAL,0,MIA,1.0,W (+18),1.0,36:24,9.0,17.0,0.529,2.0,4.0,0.5,5.0,6.0,0.833,1.0,12.0,13.0,9.0,1.0,0.0,2.0,3.0,25.0,24.7,10.0,0.0,1.0,W,18.0
256.0,17.0,2020-10-02,FIN,LAL,0,MIA,2.0,W (+10),1.0,39:09,14.0,25.0,0.56,3.0,8.0,0.375,2.0,5.0,0.4,2.0,7.0,9.0,9.0,1.0,1.0,0.0,2.0,33.0,30.6,7.0,0.0,1.0,W,10.0
257.0,18.0,2020-10-04,FIN,LAL,@,MIA,3.0,L (-11),1.0,39:13,9.0,16.0,0.563,1.0,5.0,0.2,6.0,9.0,0.667,1.0,9.0,10.0,8.0,0.0,2.0,8.0,2.0,25.0,17.8,-4.0,1.0,0.0,L,-11.0
258.0,19.0,2020-10-06,FIN,LAL,@,MIA,4.0,W (+6),1.0,38:38,8.0,16.0,0.5,2.0,5.0,0.4,10.0,12.0,0.833,2.0,10.0,12.0,8.0,1.0,0.0,6.0,2.0,28.0,23.4,-2.0,1.0,0.0,W,6.0
259.0,20.0,2020-10-09,FIN,LAL,0,MIA,5.0,L (-3),1.0,41:51,15.0,21.0,0.714,6.0,9.0,0.667,4.0,6.0,0.667,3.0,10.0,13.0,7.0,3.0,0.0,4.0,1.0,40.0,39.1,7.0,0.0,1.0,L,-3.0
260.0,21.0,2020-10-11,FIN,LAL,@,MIA,6.0,W (+13),1.0,41:13,13.0,20.0,0.65,1.0,5.0,0.2,1.0,4.0,0.25,3.0,11.0,14.0,10.0,1.0,0.0,1.0,3.0,28.0,29.2,18.0,1.0,0.0,W,13.0
261.0,1.0,2021-05-23,WC1,LAL,@,PHO,1.0,L (-9),1.0,36:04,6.0,13.0,0.462,3.0,7.0,0.429,3.0,6.0,0.5,1.0,6.0,7.0,10.0,3.0,0.0,5.0,1.0,18.0,17.2,2.0,1.0,0.0,L,-9.0
262.0,2.0,2021-05-25,WC1,LAL,@,PHO,2.0,W (+7),1.0,38:54,9.0,16.0,0.563,4.0,9.0,0.444,1.0,1.0,1.0,0.0,4.0,4.0,9.0,2.0,0.0,1.0,3.0,23.0,22.7,14.0,1.0,0.0,W,7.0
263.0,3.0,2021-05-27,WC1,LAL,0,PHO,3.0,W (+14),1.0,37:45,9.0,19.0,0.474,1.0,5.0,0.2,2.0,3.0,0.667,1.0,5.0,6.0,9.0,1.0,0.0,7.0,0.0,21.0,13.4,15.0,0.0,1.0,W,14.0
264.0,4.0,2021-05-30,WC1,LAL,0,PHO,4.0,L (-8),1.0,37:50,10.0,21.0,0.476,1.0,7.0,0.143,4.0,7.0,0.571,2.0,10.0,12.0,6.0,1.0,0.0,6.0,1.0,25.0,16.3,6.0,0.0,1.0,L,-8.0
265.0,5.0,2021-06-01,WC1,LAL,@,PHO,5.0,L (-30),1.0,31:39,9.0,19.0,0.474,6.0,10.0,0.6,0.0,0.0,0.0,1.0,4.0,5.0,7.0,0.0,0.0,3.0,1.0,24.0,17.7,-24.0,1.0,0.0,L,-30.0
266.0,6.0,2021-06-03,WC1,LAL,0,PHO,6.0,L (-13),1.0,41:25,11.0,26.0,0.423,3.0,10.0,0.3,4.0,6.0,0.667,2.0,7.0,9.0,7.0,2.0,2.0,3.0,1.0,29.0,22.8,-3.0,0.0,1.0,L,-13.0
